"","Name","PassportID","Gender","DateOfBirth","Age","Nationality","University","Commission","YearOfAdmission"
"604","Fardos Hamza","NBM679W930","Female","22-Jun-99",21,"Sudan","UP",1500,2020
"605","Yusuf Ibrahim","SJP548J260","Male","11-Oct-00",20,"Somalia","UTHM",1000,2020
"606","Hanafi Majed","PYL473T086","Male","15-Nov-01",19,"Yemen","UMK",2200,2020
"607","Bahman Tariq","IQW015L932","Male","3-Dec-00",20,"Iraq","UMT",3000,2020
"608","Zahra Sheikh","TDC954R107","Female","9-Jul-01",19,"Iran","UMP",2500,2020
"609","Fatma Ahmad","OXH156K094","Female","2-Jan-98",22,"Egypt","USIM",1500,2020
"610","Adam Ali","YIX693E621","Male","1-Feb-01",19,"Tanzania","UTP",1800,2020
"611","Abdullah Mohd","RQA871N925","Male","18-Sep-00",20,"Malaysia","UMKC",2000,2020
"612","Ameer Abdi","HFG742Y593","Male","30-Jun-02",18,"Somalia","UTHM",1000,2020
"613","Ayoub Moussa","XZB380W295","Male","16-Apr-01",19,"Algeria","UMT",2200,2020
"614","Hassan Adnan","AVL269D870","Male","20-Oct-00",20,"Pakistan","UMK",3000,2020
"615","John Smith","KCG119J042","Male","2-Jan",21,"USA","UPMKB",2500,2020
"616","Ayesha Latif","UGY950K415","Female","8-Feb",20,"Pakistan","UMP",2800,2020
"617","Ahmad Fathi","NQE663E723","Male","22-Jul",19,"Jordan","USIM",3000,2020
"618","Mariam Hassan","SII532U189","Female","12-May",20,"Somalia","UTP",2000,2020
"619","Amir Mahmoud","PZC156W089","Male","1-Oct",22,"Egypt","UMKC",1500,2020
"620","Anawar Rahman","MKT859D546","Male","25-Dec",19,"Bangladesh","UTHM",2200,2020
"621","Nashita Khaliq","JTX272R963","Female","18-Apr",21,"Pakistan","UMT",1800,2020
"622","Abdullah Saeed","EWG685L951","Male","1-Mar",20,"Saudi Arabia","UMK",2700,2020
"623","Amani Ibrahim","XYH679Z072","Female","10-Aug",19,"Egypt","UPMKB",1600,2020
"624","Khaled Hassan","FVC415J801","Male","5-Jun",20,"Egypt","UMK",1900,2020
"625","Fatimah Alawi","QZW170N096","Female","14-Sep",21,"Yemen","USIM",2500,2020
"626","Mahmoud Zaki","LPT647K502","Male","2-Jan",22,"Egypt","UTP",2000,2020
"627","Amira El-Sayed","TSF414E953","Female","21-Mar",20,"Egypt","UMKC",2200,2020
"628","Abdullah Al-Masri","NVD086U105","Male","15-Jul",19,"Syria","UTHM",3000,2020
"629","Nadia Fawzi","RDN529W371","Female","18-Nov",19,"Egypt","UMT",1800,2020
"630","Abdullah Al Hajri","HKO408S276","Male","2-Jan-00",22,"Saudi Arabia","UMK",8000,2020
"631","Sarah Tan","YEM690D845","Female","4-Mar-02",18,"Malaysia","UPMKB",6000,2020
"632","Mohammad Ali","BBP972K305","Male","8-Jul-01",19,"Pakistan","UMK",5000,2020
"633","Ahmed Ibrahim","MUP518E429","Male","1-Jan-01",19,"Somalia","USIM",7000,2020
"634","Amir Hossein","GCJ358N279","Male","6-Jun-00",20,"Iran","UTP",4000,2020
"635","Zeynep Öztürk","VPI438W720","Female","3-Feb-02",18,"Turkey","UMKC",5500,2020
"636","Abdullah Mohamed","DIO728J319","Male","17-Nov-01",19,"Egypt","UTHM",4500,2020
"637","Mariam Ali","QJX231U586","Female","29-May-00",20,"Yemen","UMT",6500,2020
"638","Salem Al Marri","OMS524L146","Male","15-Aug-02",18,"United Arab Emirates","UMK",5000,2020
"639","Nusaybah Mohammed","YLZ703Z352","Female","23-Apr-01",19,"Sudan","UPMKB",9000,2020
"640","Fathimah Al Habsyi","RWT090S987","Female","12-Sep-01",19,"Indonesia","UMK",7500,2020
"641","Muhammed Ibrahim","HCX316D285","Male","8-Dec-01",19,"Nigeria","USIM",8000,2020
"642","Ibrahim Abbas","XPJ658K196","Male","2-Jan",21,"Yemen","UTP",1500,2020
"643","Aisha Sadiq","AYH814E524","Female","4-Feb",20,"Pakistan","UMKC",1700,2020
"644","Hassan Osman","OXH156K094","Male","6-Mar",23,"Somalia","UTHM",1200,2020
"645","Saifullah Farooq","YIX693E621","Male","8-Apr",19,"Afghanistan","UMT",1400,2020
"646","Aamir Razaq","RQA871N925","Male","10-May",22,"Pakistan","UMK",1300,2020
"647","Hussein Mohamed","LAJ2123","Male","15/3/1999",22,"Somalia","Taylor's",1500,2021
"648","Saida Ahmed","TML7694","Female","8/8/2001",20,"Kenya","Taylor's",1200,2021
"649","Ahmed Khalid","KSH4378","Male","24/1/1998",23,"Sudan","Taylor's",1700,2021
"650","Noura Omar","FTR9123","Female","10/5/2000",21,"Egypt","Taylor's",1400,2021
"651","Omar Abdulrahman","XTP5672","Male","19/2/2002",19,"Somalia","Taylor's",1100,2021
"652","Laila Ahmed","KFP2387","Female","1/12/1999",22,"Kenya","Taylor's",1000,2021
"653","Abdullah Saleh","DMB8679","Male","5/9/1997",24,"Sudan","UCSI",1600,2021
"654","Sara Khalil","JNW9012","Female","17/1/2001",20,"Egypt","UM",1300,2021
"655","Yassin Ali","LGR1452","Male","8/7/1999",22,"Somalia","Taylor's",1200,2021
"656","Maha Hassan","KDT4589","Female","22/6/1998",23,"Sudan","APU",1500,2021
"657","Mohamed Salah","HTY7216","Male","25/11/2000",21,"Egypt","UUM",1300,2021
"658","Fartun Abdi","VDM2934","Female","13/9/1999",22,"Somalia","UIA",1100,2021
"659","Hassan Ibrahim","RPL9167","Male","2/3/2001",20,"Sudan","City",1700,2021
"660","Amal Mahmoud","NKG7461","Female","5/12/1998",23,"Egypt","UPM",1400,2021
"661","Rashid Ahmed","BDT5439","Male","20/8/2002",19,"Somalia","USM",1200,2021
"662","Zahra Ali","HDT2156","Female","3/5/1999",22,"Kenya","UiTM",1000,2021
"663","Omar Abdelaziz","LRP3426","Male","12/11/1997",24,"Egypt","UMS",1600,2021
"664","Halima Hassan","GTR8932","Female","28/6/2001",20,"Somalia","UKM",1300,2021
"665","Sara Ibrahim","CMA2896","Female","12/8/2002",19,"Sudanese","IIUM",5000,2021
"666","Khalid Al-Khalifa","LKA8679","Male","7/5/2000",21,"Saudi Arabian","UniMAP",4500,2021
"667","Nada Hassan","KZM4210","Female","25/11/2001",20,"Yemeni","UTM",3000,2021
"668","Ali Al-Badr","QAT6531","Male","18/2/2003",18,"Qatari","AIT",5500,2021
"669","Muna Ahmed","DJI2245","Female","2/4/2001",20,"Djiboutian","ASU",4000,2021
"670","Ibrahim Al-Sudairi","SAU4563","Male","19/9/1999",22,"Saudi Arabian","UP",3500,2021
"671","Moussa Abdi","SOM3369","Male","15/1/2002",19,"Somali","UTHM",2500,2021
"672","Rania Hassan","EGY7724","Female","8/12/2000",21,"Egyptian","UMK",2800,2021
"673","Omar Al-Haddad","IRQ1985","Male","23/7/2001",20,"Iraqi","UMT",5000,2021
"674","Leila Mohamed","SOM9632","Female","31/3/2002",19,"Somali","UMP",3000,2021
"675","Aisha Hamid","YEM7028","Female","11/6/2000",21,"Yemeni","USIM",2700,2021
"676","Mohammed Al-Qahtani","SAU1228","Male","27/5/1999",22,"Saudi Arabian","UTP",3200,2021
"677","Fatima Al-Abdullah","KWT6847","Female","3/2/2001",20,"Kuwaiti","UMKC",5500,2021
"678","Rami Omar","EGY1289","Male","14/9/2000",21,"Egyptian","UTHM",4000,2021
"679","Musa Ali","SOM4492","Male","18/5/2002",19,"Somali","UMT",2500,2021
"680","Dina Ali","MYK1428","Female","5/2/1999",22,"Egypt","UMK",2000,2021
"681","Abdul Karim","UEM9056","Male","12/8/1999",22,"Sudan","UPMKB",2500,2021
"682","Amira Samir","MYA3329","Female","25/5/2000",21,"Egypt","UMP",1800,2021
"683","Nabilah Yusof","MYB1408","Female","15/7/2001",20,"Malaysia","USIM",1500,2021
"684","Salim Mohammed","MYA6661","Male","1/1/1999",22,"Somalia","UTP",2200,2021
"685","Farida Ali","MYK7739","Female","20/11/2002",19,"Somalia","UMKC",1700,2021
"686","Maryam Hassan","UEM9087","Female","10/3/2000",21,"Sudan","UTHM",2800,2021
"687","Ahmed Abdullah","MYK8193","Male","17/6/2001",20,"Yemen","UMT",2400,2021
"688","Rawan Ali","MYA2569","Female","3/4/2002",19,"Syria","UMK",1600,2021
"689","Yusuf Ibrahim","UEM9055","Male","28/7/2000",21,"Somalia","UPMKB",1900,2021
"690","Sarah Mohamed","MYK9187","Female","11/1/2001",20,"Egypt","UMK",1700,2021
"691","Ayman Khalid","MYK7658","Male","1/9/2000",21,"Egypt","USIM",2100,2021
"692","Nadia Hassan","MYB3946","Female","28/12/1999",22,"Egypt","UTP",1500,2021
"693","Nour Hamidi","TMA-98746","Female","15/3/2002",19,"Syria","UTHM",1900,2021
"694","Ali Al-Omari","YJO-34627","Male","5/9/2000",21,"Jordan","UMT",2000,2021
"695","Dalia Abdel-Rahman","KFY-86435","Female","21/11/2001",20,"Egypt","UMK",1750,2021
"696","Omar Ali","FNT-59724","Male","6/7/2002",19,"Somalia","UPMKB",1850,2021
"697","Fatima Hassan","CDR-14269","Female","11/5/2001",20,"Sudan","UMK",1700,2021
"698","Omar Khalid","JGB-28491","Male","28/2/2001",20,"Iraq","USIM",1800,2021
"699","Hala Said","NPB-53978","Female","16/9/2002",19,"Egypt","UTP",1950,2021
"700","Khalid Abdullah","GKF-27364","Male","3/6/2001",20,"Malaysia","UMKC",1650,2021
"701","Maryam Abdi","PMH-42056","Female","25/4/2002",19,"Somalia","UTHM",1900,2021
"702","Faisal Ibrahim","XAV-82740","Male","12/11/2000",21,"Yemen","UMT",1750,2021
"703","Amina Mohamed","RFT-76201","Female","7/1/2001",20,"Kenya","UMK",1600,2021
"704","Ali Al-Farouk","LKJ-46923","Male","19/6/2002",19,"Sudan","UPMKB",1700,2021
"705","Noor Faisal","UHN-30176","Male","27/7/2001",20,"Egypt","UMK",1750,2021
"706","Ahmed Hassan","MXV-23807","Male","18/5/2002",19,"Somalia","USIM",1850,2021
"707","Mohammed Ahmed","YX230981","Male","03/15/1998",23,"Sudan","UTP",4500,2021
"708","Maryam Ali","ZS610739","Female","07/24/1999",22,"Somalia","UMKC",5000,2021
"709","Amr Saad","RR983524","Male","1/9/2000",21,"Egypt","UTHM",4000,2021
"710","Lina Hassan","DD417245","Female","11/1/1998",23,"Egypt","UMT",5500,2021
"711","Hamza Ali","FG872154","Male","02/14/1999",22,"Kenya","UMK",3000,2021
"712","Zahraa Saleh","KL650137","Female","5/7/2000",21,"Iraq","UPMKB",6000,2021
"713","Ahmad Omar","JH980315","Male","08/28/1999",22,"Sudan","UMK",4500,2021
"714","Fatima Ahmed","YT420762","Female","12/30/1998",23,"Somalia","USIM",5000,2021
"715","Rania Ali","ZT632186","Female","03/22/2000",21,"Egypt","UTP",5500,2021
"716","Khalid Osman","HY296801","Male","9/12/1999",22,"Sudan","UMKC",5000,2021
"717","Samiyah Abdi","WT540262","Female","01/17/2000",21,"Somalia","UTHM",4000,2021
"718","Rasha Ali","CV609261","Female","6/9/1998",23,"Iraq","UMT",6000,2021
"719","Adam Ahmed","DF198507","Male","10/30/1999",22,"Sudan","UMK",3000,2021
"720","Muna Mohamed","PU530149","Female","02/22/2000",21,"Somalia","UPMKB",5500,2021
"721","Yara Hassan","ZA609824","Female","05/13/1998",23,"Egypt","UTM",4500,2021
"722","Hassan Ali","RC831542","Male","9/6/1999",22,"Sudan","UTHM",5000,2021
"723","Sarah Al-Mahdi","KL726321","Female","15/2/2000",21,"Yemen","UMK",7000,2021
"724","Ahmad Al-Rashid","KL908745","Male","9/5/2001",20,"Syria","UMT",9000,2021
"725","Reem Hassan","KL103598","Female","23/1/2002",19,"Egypt","UMP",6500,2021
"726","Ahmed Nasser","KL472620","Male","6/8/2001",20,"Sudan","UTM",8000,2021
"727","Ayman Al-Farsi","KL199335","Male","4/3/2000",21,"Oman","UTHM",7500,2021
"728","Aisha Hussein","KL509811","Female","17/6/2002",19,"Somalia","UMK",5500,2021
"729","Nadia Al-Hariri","KL327694","Female","1/12/2001",20,"Lebanon","UMT",6000,2021
"730","Omar Ibrahim","KL838617","Male","12/4/2000",21,"Syria","UMP",8000,2021
"731","Rania Al-Masri","KL562912","Female","28/2/2001",20,"Jordan","UTM",6500,2021
"732","Mohamed Abdi","KL248655","Male","10/9/2002",19,"Somalia","UTHM",5500,2021
"733","Fatima Al-Nasser","KL408370","Female","15/1/2001",20,"Bahrain","UMK",7000,2021
"734","Hassan Al-Shami","KL982164","Male","21/6/2000",21,"Yemen","UMT",7500,2021
"735","Leila Al-Farooq","KL619787","Female","3/4/2001",20,"Palestine","UMP",5500,2021
"736","Yusuf Al-Sulaiman","KL185596","Male","18/1/2002",19,"Saudi Arabia","Taylor's",8000,2021
"737","Amina Hassan","KL770421","Female","8/7/2001",20,"Somalia","APU",5500,2021
"738","Mohammed Ahmed","MYA143221","Male","14/2/2000",21,"Yemen","UUM",5000,2021
"739","Fatima Hassan","MYA197482","Female","22/7/1999",22,"Somalia","UIA",4500,2021
"740","Saeed Al-Mansoori","MYA124731","Male","1/5/2001",20,"United Arab Emirates","City",5500,2021
"741","Aisha Al-Hashemi","MYA286293","Female","17/10/2000",21,"United Arab Emirates","KLU",4000,2021
"742","Musa Al-Sayed","MYA057872","Male","3/9/2000",21,"Bahrain","UPM",4800,2021
"743","Layla Al-Khalifa","MYA309428","Female","31/12/1999",22,"Bahrain","USM",5200,2021
"744","Ahmed Al-Sulaiman","MYA202170","Male","8/3/2001",20,"Saudi Arabia","UiTM",6000,2021
"745","Nada Al-Mutairi","MYA407382","Female","19/8/2000",21,"Saudi Arabia","UMS",4500,2021
"746","Jafar Al-Rashid","MYA542017","Male","5/6/2000",21,"Saudi Arabia","UKM",5000,2021
"747","Lubna Al-Saud","MYA306890","Female","21/1/2001",20,"Saudi Arabia","IIUM",5500,2021
"748","Youssef Mahmoud","MYA075693","Male","12/4/2000",21,"Egypt","UniMAP",5000,2021
"749","Sara Abdel-Nour","MYA188382","Female","28/11/1999",22,"Egypt","UTM",4000,2021
"750","Amir El-Masry","MYA623492","Male","19/3/2000",21,"Egypt","AIT",4500,2021
"751","Leila Al-Aswad","MYA318246","Female","5/9/1999",22,"Egypt","ASU",5000,2021
"752","Ali Al-Amri","MYA127845","Male","9/7/2001",20,"Oman","UP",5200,2021
"753","Hassan Ali","MYK12345","Male","12/5/1999",22,"Somali","UTHM",2500,2021
"754","Laila Mohamed","MYK23456","Female","25/2/2000",21,"Sudanese","UMK",3000,2021
"755","Ahmed Omar","MYK34567","Male","8/9/2001",20,"Egyptian","UMT",2000,2021
"756","Najwa Rahman","MYK45678","Female","15/11/1998",23,"Malaysian","UMP",2800,2021
"757","Yahya Salim","MYK56789","Male","3/8/1999",22,"Yemeni","UMT",3200,2021
"758","Amal Ali","MYK67890","Female","30/1/2002",19,"Libyan","UMP",2600,2021
"759","Sara Khalid","MYK78901","Female","21/7/2000",21,"Palestinian","UTM",3000,2021
"760","Ibrahim Hassan","MYK89012","Male","16/4/1998",23,"Somali","UTHM",2500,2021
"761","Sadia Mohamed","MYK90123","Female","10/12/1999",22,"Sudanese","UMK",3000,2021
"762","Ahmed Saleh","MYK01234","Male","28/2/2001",20,"Egyptian","UMT",2000,2021
"763","Muna Abdullah","MYK12356","Female","15/6/1998",23,"Malaysian","UMP",2800,2021
"764","Mohammed Ali","MYK23567","Male","12/1/1999",22,"Yemeni","UTM",3200,2021
"765","Nadia Ahmed","MYK35678","Female","6/11/2000",21,"Libyan","UTHM",2600,2021
"766","Aisha Omar","MYK46789","Female","18/5/1999",22,"Palestinian","UMK",3000,2021
"767","Abdi Hussein","MYK67890","Male","31/3/2001",20,"Somali","UMT",2500,2021
"768","Kamal Mohamed","A223456","Male","13/8/2000",21,"Egypt","UMP",3200,2021
"769","Khadija Ali","A334567","Female","8/1/2001",22,"Somalia","UTM",3600,2021
"770","Khaled Hassan","A445678","Male","12/2/2002",19,"Egypt","UTHM",2600,2021
"771","Laila Ahmed","A556789","Female","25/11/2001",20,"Sudan","UMK",3100,2021
"772","Leila Abdi","A667890","Female","3/6/2002",19,"Somalia","UMT",2900,2021
"773","Lina Hussein","A778901","Female","30/4/2000",21,"Yemen","UMP",4200,2021
"774","Lubna Ali","A890012","Female","10/7/2001",20,"Egypt","UTM",2900,2021
"775","Mahmoud Mohamed","A901234","Male","5/12/2000",21,"Egypt","UTHM",2700,2021
"776","Mariam Hassan","A112345","Female","18/3/2001",20,"Sudan","UMK",2300,2021
"777","Maryam Ali","A223456","Female","11/1/2002",19,"Yemen","UMT",2600,2021
"778","Mohamed Abdi","A334567","Male","20/6/2001",20,"Somalia","UMP",4700,2021
"779","Mohamed Hassan","A445678","Male","15/9/2000",21,"Sudan","UTM",3100,2021
"780","Mohamed Yusuf","A556789","Male","22/5/2002",19,"Somalia","UTHM",3000,2021
"781","Nour Hamidi","TMA-98746","Female","15/3/2002",19,"Syria","UMT",1900,2021
"782","Ali Al-Omari","YJO-34627","Male","5/9/2000",21,"Jordan","UMP",2000,2021
"783","Dalia Abdel-Rahman","KFY-86435","Female","21/11/2001",20,"Egypt","UTM",1750,2021
"784","Omar Ali","FNT-59724","Male","6/7/2002",19,"Somalia","UTHM",1850,2021
"785","Fatima Hassan","CDR-14269","Female","11/5/2001",20,"Sudan","UMK",1700,2021
"786","Omar Khalid","JGB-28491","Male","28/2/2001",20,"Iraq","UMT",1800,2021
"787","Hala Said","NPB-53978","Female","16/9/2002",19,"Egypt","UMP",1950,2021
"788","Khalid Abdullah","GKF-27364","Male","3/6/2001",20,"Malaysia","UTM",1650,2021
"789","Maryam Abdi","PMH-42056","Female","25/4/2002",19,"Somalia","UTHM",1900,2021
"790","Faisal Ibrahim","XAV-82740","Male","12/11/2000",21,"Yemen","UMK",1750,2021
"791","Amina Mohamed","RFT-76201","Female","7/1/2001",20,"Kenya","UMT",1600,2021
"792","Ali Al-Farouk","LKJ-46923","Male","19/6/2002",19,"Sudan","UMP",1700,2021
"793","Noor Faisal","UHN-30176","Male","27/7/2001",20,"Egypt","UTM",1750,2021
"794","Ahmed Hassan","MXV-23807","Male","18/5/2002",19,"Somalia","UTHM",1850,2021
"795","Mohammed Hassan","A778901","Male","11/3/2000",21,"Sudan","UMK",2500,2021
"796","Mohammed Mohamed","A890012","Male","7/2/2001",20,"Egypt","UMT",2600,2021
"797","Nada Ahmed","A901234","Female","8/9/2002",19,"Sudan","UMP",3100,2021
"798","Nadia Ali","A112345","Female","17/5/2000",21,"Yemen","UTM",2900,2021
"799","Nadia Hassan","A223456","Female","27/12/2001",20,"Sudan","UTHM",3400,2021
"800","Naima Abdi","A334567","Female","18/9/2001",20,"Somalia","UMK",4700,2021
"801","Nasser Mohamed","A445678","Male","29/11/2000",21,"Egypt","UMT",3600,2021
"802","Nawal Ali","A556789","Female","21/8/2002",19,"Yemen","UMP",2500,2021
"803","Omar Abdi","A667890","Male","16/3/2001",20,"Somalia","UTM",3100,2021
"804","Omer Mohamed","A778901","Male","29/6/2002",19,"Sudan","UTHM",2600,2021
"805","Osama Hassan","A890012","Male","13/5/2000",21,"Egypt","UMK",3400,2021
"806","Rami Mohamed","A901234","Male","9/10/2001",20,"Egypt","UMT",3100,2021
"807","Rawan Ali","A112345","Female","14/7/2000",21,"Yemen","UMP",3200,2021
"808","Raya Hussein","A223456","Female","11/6/2001",20,"Sudan","UTM",2700,2021
"809","Mariam Ahmed","G456789","Female","13/2/2004",19,"Egypt","Sunway",3600,2023
"810","Mazen Ali","G567890","Male","16/7/2003",20,"Yemen","Taylor's",3200,2023
"811","Mona Hussein","G678901","Female","19/4/2004",19,"Sudan","UPM",3100,2023
"812","Mohamed Abdullah","G789012","Male","22/9/2003",20,"UAE","UM",3400,2023
"813","Nadia Ali","G890123","Female","24/1/2004",19,"Yemen","UiTM",2900,2023
"814","Nadine Hussein","G901234","Female","27/4/2003",20,"Sudan","Taylor's",3200,2023
"815","Nasser Mohamed","H012345","Male","30/1/2004",19,"Egypt","Sunway",3600,2023
"816","Nour Abdulla","H123456","Female","2/5/2003",20,"UAE","USIM",3800,2023
"817","Omar Ali","H234567","Male","6/3/2004",19,"Yemen","UPM",3100,2023
"818","Omnia Hussein","H345678","Female","8/6/2003",20,"Sudan","UTM",2600,2023
"819","Osama Mohamed","H456789","Male","11/3/2004",19,"Egypt","UTAR",4700,2023
"820","Rasha Abdulla","H567890","Female","13/8/2003",20,"UAE","USM",2500,2023
"821","Rayan Ali","H678901","Male","15/5/2004",19,"Yemen","Sunway",3600,2023
"822","Rima Hussein","H789012","Female","17/10/2003",20,"Sudan","UPM",3100,2023
"823","Sahar Ahmed","H901234","Female","19/2/2004",19,"Egypt","UTM",2600,2023
"824","Salma Abdullah","I012345","Female","21/5/2003",20,"UAE","UiTM",2900,2023
"825","Samer Ali","I123456","Male","23/2/2004",19,"Yemen","Sunway",3600,2023
"826","Sara Hussein","I234567","Female","26/7/2003",20,"Sudan","UPM",3100,2023
"827","Sawsan Mohamed","I345678","Female","28/4/2004",19,"Egypt","Taylor's",3200,2023
"828","Sharif Abdulla","I456789","Male","30/9/2003",20,"UAE","UM",3400,2023
"829","Shireen Ali","I567890","Female","2/7/2004",19,"Yemen","UTM",2600,2023
"830","Tariq Hussein","I678901","Male","4/12/2003",20,"Sudan","Sunway",3600,2023
"831","Tawfiq Mohamed","I789012","Male","6/9/2004",19,"Egypt","UPM",3100,2023
"832","Tharaa Abdullah","I890123","Female","8/12/2003",20,"UAE","USIM",3800,2023
"833","Waad Ali","I901234","Male","10/5/2004",19,"Yemen","UiTM",2900,2023
"834","Waleed Hussein","J012345","Male","12/8/2003",20,"Sudan","Taylor's",3200,2023
"835","Yasmin Mohamed","J123456","Female","14/5/2004",19,"Egypt","Sunway",3600,2023
"836","Youssef Abdulla","J234567","Male","16/10/2003",20,"UAE","UPM",3100,2023
"837","Yousuf Ali","J345678","Male","18/2/2004",19,"Yemen","UM",3400,2023
"838","Zahra Hussein","J456789","Female","21/5/2003",20,"Sudan","UiTM",2900,2023
"839","Zaid Mohamed","J567890","Male","23/2/2004",19,"Egypt","UM",3400,2023
"840","Zara Abdullah","J678901","Female","25/7/2003",20,"UAE","Sunway",3600,2023
"841","Zayed Ali","J789012","Male","27/4/2004",19,"Yemen","UPM",3100,2023
"842","Zeina Hussein","J890123","Female","29/9/2003",20,"Sudan","USIM",3800,2023
"843","Aisha Ahmed","K012345","Female","1/2/2004",19,"Egypt","USM",2500,2023
"844","Ali Abdullah","K123456","Male","4/5/2003",20,"UAE","Sunway",3600,2023
"845","Amal Mohamed","K234567","Female","7/4/2004",19,"Egypt","Taylor's",3200,2023
"846","Amer Ali","K345678","Male","9/7/2003",20,"Yemen","UPM",3100,2023
"847","Anwar Hussein","K456789","Male","11/4/2004",19,"Sudan","UTM",2600,2023
"848","Asmaa Abdullah","K567890","Female","13/9/2003",20,"UAE","UM",3400,2023
"849","Ayman Mohamed","K678901","Male","15/6/2004",19,"Egypt","UPM",3100,2023
"850","Aya Ali","K789012","Female","17/11/2003",20,"Yemen","UiTM",2900,2023
"851","Dalia Ali","K890123","Female","19/3/2004",19,"Saudi Arabia","USM",2500,2023
"852","Farid Hussein","L012345","Male","21/6/2003",20,"Somalia","Sunway",3600,2023
"853","Fatima Abdullah","L123456","Female","23/3/2004",19,"Kuwait","UTM",2600,2023
"854","Hala Mohamed","L234567","Female","26/6/2003",20,"Palestine","UM",3400,2023
"855","Hamza Ali","L345678","Male","28/3/2004",19,"Saudi Arabia","Taylor's",3200,2023
"856","Hasan Abdullah","L456789","Male","30/8/2003",20,"Qatar","USIM",3800,2023
"857","Hiba Hussein","L567890","Female","2/5/2004",19,"Djibouti","UiTM",2900,2023
"858","Ibtisam Mohamed","L678901","Female","4/10/2003",20,"Jordan","UTM",2600,2023
"859","Imran Ali","L789012","Male","6/7/2004",19,"Saudi Arabia","UPM",3100,2023
"860","Jaber Abdullah","L890123","Male","8/10/2003",20,"UAE","USM",2500,2023
"861","Jihad Mohamed","M012345","Male","10/7/2004",19,"Syria","Taylor's",3200,2023
"862","Khaled Hussein","M123456","Male","12/10/2003",20,"Egypt","UiTM",2900,2023
"863","Lama Abdullah","M234567","Female","14/7/2004",19,"Palestine","UM",3400,2023
"864","Layla Ali","M345678","Female","16/12/2003",20,"Saudi Arabia","Sunway",3600,2023
"865","Leila Hussein","M456789","Female","18/9/2004",19,"Egypt","UPM",3100,2023
"866","Lubna Mohamed","M567890","Female","21/12/2003",20,"Syria","USM",2500,2023
"867","Majed Ali","M678901","Male","23/9/2004",19,"Saudi Arabia","UTM",2600,2023
"868","Maha Abdullah","M789012","Female","25/12/2003",20,"Kuwait","Sunway",3600,2023
"869","Mahmoud Hussein","M890123","Male","27/9/2004",19,"Egypt","Taylor's",3200,2023
"870","Mariam Mohamed","N012345","Female","29/12/2003",20,"Syria","UiTM",2900,2023
"871","Masoud Ali","N123456","Male","30/9/2004",19,"Saudi Arabia","UM",3400,2023
"872","Maya Hussein","N234567","Female","2/12/2003",20,"Jordan","USIM",3800,2023
"873","Mohamad Abdullah","N345678","Male","4/9/2004",19,"Qatar","UPM",3100,2023
"874","Mohammad Mohamed","N456789","Male","6/12/2003",20,"Syria","Sunway",3600,2023
"875","Mohammed Ali","N567890","Male","8/9/2004",19,"Saudi Arabia","UTM",2600,2023
"876","Mona Hussein","N678901","Female","10/12/2003",20,"Kuwait","Taylor's",3200,2023
"877","Nadia Mohamed","N789012","Female","12/9/2004",19,"Egypt","UiTM",2900,2023
"878","Nasser Abdullah","N890123","Male","14/12/2003",20,"UAE","UM",3400,2023
"879","Nour Hussein","N901234","Female","16/6/2004",19,"Egypt","Sunway",3600,2023
"880","Omar Mohamed","O012345","Male","18/9/2003",20,"Syria","USM",2500,2023
"881","Qasim Ali","O123456","Male","20/6/2004",19,"Saudi Arabia","UTM",2600,2023
"882","Rabia Abdullah","O234567","Female","22/9/2003",20,"Kuwait","UPM",3100,2023
"883","Rania Hussein","O345678","Female","24/6/2004",19,"Jordan","UM",3400,2023
"884","Rayan Mohamed","O456789","Male","26/9/2003",20,"Yemen","Taylor's",3200,2023
"885","Reem Ali","O567890","Female","28/6/2004",19,"Saudi Arabia","UiTM",2900,2023
"886","Salim Abdullah","O678901","Male","30/10/2003",20,"UAE","Sunway",3600,2023
"887","Samar Mohamed","O789012","Female","2/7/2004",19,"Syria","USM",2500,2023
"888","Sara Hussein","O890123","Female","4/10/2003",20,"Egypt","UTM",2600,2023
"889","Sawsan Ali","P012345","Female","6/7/2004",19,"Saudi Arabia","UPM",3100,2023
"890","Shireen Abdullah","P123456","Female","8/10/2003",20,"Kuwait","UM",3400,2023
"891","Soha Mohamed","P234567","Female","10/7/2004",19,"Syria","Taylor's",3200,2023
"892","Taha Hussein","P345678","Male","12/10/2003",20,"Yemen","UiTM",2900,2023
"893","Hassan Ali","R012345","Male","18/5/1999",24,"Somalia","USM",2500,2023
"894","Abdullah Hassan","P456789","Male","18/4/1999",24,"Somalia","USM",2500,2023
"895","Abdulrahman Ali","P567890","Male","21/6/2000",21,"Saudi Arabia","Sunway",3600,2023
"896","Ahmed Mohamed","P678901","Male","23/3/1998",23,"Egypt","UTM",2600,2023
"897","Ali Abdullah","P789012","Male","26/6/2001",20,"Yemen","UM",3400,2023
"898","Amira Hussein","P890123","Female","28/3/1999",22,"Jordan","Taylor's",3200,2023
"899","Asma Mohamed","Q012345","Female","30/8/2002",19,"Syria","USIM",3800,2023
"900","Basim Ali","Q123456","Male","2/5/2000",21,"Saudi Arabia","UiTM",2900,2023
"901","Dina Abdullah","Q234567","Female","4/10/1999",22,"Kuwait","UTM",2600,2023
"902","Elias Hussein","Q345678","Male","6/7/2001",20,"Somalia","UPM",3100,2023
"903","Fatma Mohamed","Q456789","Female","8/10/1998",23,"Egypt","USM",2500,2023
